Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1775141090,10,,Aggregated,8.500000,2.500000,5,6,6,6,8,12,14,15,120,120,120,282,91,5,4.966843251785647,0.8383970002796559,115.50258099987332,3819.5886524822695
1775141091,10,,Aggregated,8.600000,2.700000,5,6,6,7,8,12,14,15,120,120,120,294,94,5,4.945065200692723,0.8383970002796559,115.50258099987332,3900.6530612244896
1775141092,10,,Aggregated,8.700000,2.700000,5,6,6,7,8,12,14,15,120,120,120,299,95,5,4.927858193992585,0.8383970002796559,115.50258099987332,3947.1003344481605
1775141093,10,,Aggregated,8.500000,2.600000,5,6,6,7,8,12,14,15,120,120,120,312,100,5,4.899684990397336,0.8383970002796559,115.50258099987332,4042.3141025641025
1775141094,10,,Aggregated,9.000000,2.700000,5,6,6,7,8,11,14,15,120,120,120,321,102,5,4.908829364498404,0.8383970002796559,115.50258099987332,3977.7570093457944
1775141095,10,,Aggregated,8.600000,2.500000,5,6,6,7,8,11,14,15,120,120,120,326,104,5,4.882331288356412,0.8383970002796559,115.50258099987332,4023.79754601227
1775141096,10,,Aggregated,9.000000,2.600000,5,6,6,6,8,11,14,15,120,120,120,336,108,5,4.831702377987854,0.8383970002796559,115.50258099987332,3944.7559523809523
1775141097,10,,Aggregated,8.900000,2.400000,5,6,6,7,8,11,14,15,120,120,120,345,112,5,4.81820072174768,0.8383970002796559,115.50258099987332,3891.208695652174
1775141098,10,,Aggregated,8.700000,2.400000,5,6,6,6,8,11,13,15,120,120,120,351,114,5,4.816830777784802,0.8383970002796559,115.50258099987332,3853.3418803418804
1775141099,10,,Aggregated,8.900000,2.700000,5,6,6,6,8,11,13,15,120,120,120,360,116,4,4.7992927972258155,0.8383970002796559,115.50258099987332,3930.663888888889
1775141100,10,,Aggregated,8.500000,2.800000,5,6,6,6,7,11,13,15,120,120,120,372,120,5,4.786780653232874,0.8383970002796559,115.50258099987332,3864.4704301075267
1775141101,10,,Aggregated,8.600000,2.700000,5,6,6,6,7,11,13,15,120,120,120,376,122,5,4.779220031922889,0.8383970002796559,115.50258099987332,3841.0771276595747
1775141102,10,,Aggregated,8.300000,2.600000,5,6,6,6,7,9,13,15,120,120,120,382,123,4,4.754846452887731,0.8383970002796559,115.50258099987332,3804.869109947644
1775141103,10,,Aggregated,9.000000,3.000000,5,6,6,7,7,9,13,15,120,120,120,391,127,5,4.74525946292418,0.8383970002796559,115.50258099987332,3755.759590792839
1775141104,10,,Aggregated,8.400000,2.900000,4,6,6,7,7,11,13,15,120,120,120,399,130,4,4.746982466174148,0.8383970002796559,115.50258099987332,3792.6466165413535
1775141105,10,,Aggregated,7.900000,2.600000,4,6,6,7,7,11,13,14,120,120,120,407,133,4,4.751275577403113,0.8383970002796559,115.50258099987332,3756.744471744472
1775141106,10,,Aggregated,7.900000,2.700000,5,6,6,7,7,11,13,14,120,120,120,416,136,4,4.754191451928373,0.8383970002796559,115.50258099987332,3782.4951923076924
1775141107,10,,Aggregated,7.800000,2.800000,5,6,6,7,7,11,13,14,120,120,120,421,137,5,4.750370655586217,0.8383970002796559,115.50258099987332,3767.7197149643707
1775141108,10,,Aggregated,8.000000,2.900000,5,6,6,7,7,11,13,14,120,120,120,434,142,5,4.742687548391775,0.8383970002796559,115.50258099987332,3714.21198156682
1775141109,10,,Aggregated,7.700000,2.600000,5,6,6,7,7,11,13,14,120,120,120,439,143,5,4.7307514806429225,0.8383970002796559,115.50258099987332,3696.220956719818
1775141110,10,,Aggregated,7.600000,2.500000,5,6,6,7,7,11,13,14,120,120,120,450,146,5,4.7280465511165755,0.8383970002796559,115.50258099987332,3774.931111111111
